Age group,State,City,Location,Activity,Duration,Budget,Rating
61-65,California,San Francisco,Golden Gate Bridge,Hiking,9,2322,1
66-70,Nevada,Reno,Lake Tahoe,Hiking,14,3351,5
61-65,Oregon,Eugene,Mount Pisgah,Hiking,1,261,2
46-50,Washington,Spokane,Manito Park,Museum,6,1447,5
66-70,Massachusetts,Cambridge,Harvard University,Theme Parks,9,2609,2
36-40,Nevada,Las Vegas,Red Rock Canyon,Museum,1,219,3
46-50,Colorado,Denver,Rocky Mountain National Park,Sightseeing,4,806,5
21-25,Massachusetts,Boston,Freedom Trail,Theme Parks,5,826,1
21-25,California,San Francisco,Golden Gate Bridge,Visit Historical Sites,12,1818,4
31-35,Indiana,Indianapolis,Indianapolis Motor Speedway,Sightseeing,6,1263,1
36-40,Iowa,Des Moines,Iowa State Capitol,Visit Historical Sites,1,171,4
51-55,New Mexico,Albuquerque,Sandia Peak Tramway,Boating,9,2331,1
51-55,Michigan,Ann Arbor,University of Michigan,Hiking,14,3919,3
26-30,Oregon,Portland,Portland Japanese Garden,Sightseeing,3,558,2
51-55,Colorado,Denver,Rocky Mountain National Park,Visit Historical Sites,10,2090,3
36-40,Arizona,Phoenix,Desert Botanical Garden,Hiking,1,186,4
41-45,Texas,Houston,Space Center,Visit Historical Sites,12,2569,5
51-55,Tennessee,Nashville,Grand Ole Opry,Hiking,11,2921,3
66-70,Arizona,Phoenix,Desert Botanical Garden,Hiking,8,2644,1
51-55,Tennessee,Memphis,Graceland,Hiking,12,2504,5
26-30,Massachusetts,Boston,Freedom Trail,Theme Parks,14,1932,5
66-70,Texas,Houston,Space Center,Visit Historical Sites,7,1632,1
46-50,Texas,Houston,Houston Zoo,Sightseeing,3,745,3
21-25,Arizona,Phoenix,Desert Botanical Garden,Sightseeing,14,1828,4
41-45,Nebraska,Omaha,Henry Doorly Zoo,Visit Historical Sites,9,2178,3
31-35,Illinois,Springfield,Lincoln Home National Historic Site,Hiking,3,457,2
21-25,Colorado,Boulder,Boulder Creek Path,Sightseeing,3,450,3
36-40,Michigan,Ann Arbor,University of Michigan,Museum,7,1436,2
56-60,California,Los Angeles,Santa Monica Pier,Sightseeing,8,2239,1
41-45,Nebraska,Lincoln,Sunken Gardens,Hiking,10,2003,5
41-45,Iowa,Des Moines,Iowa State Capitol,Hiking,13,2659,4
51-55,Illinois,Chicago,Willis Tower,Hiking,5,1385,4
21-25,Arizona,Phoenix,Desert Botanical Garden,Sightseeing,5,763,1
56-60,Arizona,Grand Canyon Village,Grand Canyon,Boating,12,3593,2
66-70,Florida,Miami,Everglades,Visit Historical Sites,2,608,3
56-60,Nevada,Reno,Lake Tahoe,Hiking,2,593,2
36-40,Arizona,Grand Canyon Village,Grand Canyon,Theme Parks,4,671,3
41-45,California,San Diego,Balboa Park,Visit Historical Sites,2,447,1
51-55,Nevada,Las Vegas,Red Rock Canyon,Theme Parks,7,1605,3
41-45,Nevada,Reno,Lake Tahoe,Museum,12,2729,4
31-35,Texas,Houston,Space Center,Hiking,7,1317,3
56-60,Oregon,Eugene,Mount Pisgah,Theme Parks,3,883,5
31-35,Michigan,Ann Arbor,University of Michigan,Hiking,8,1193,1
21-25,Oregon,Eugene,Mount Pisgah,Theme Parks,6,736,5
61-65,New Mexico,Santa Fe,Santa Fe Plaza,Sightseeing,11,3048,4
46-50,Washington,Seattle,Pike Place Market,Visit Historical Sites,12,2251,5
61-65,New York,New York City,Central Park,Boating,8,1904,3
51-55,Washington,Spokane,Manito Park,Boating,3,618,3
31-35,Washington,Seattle,Pike Place Market,Museum,1,195,2
51-55,Illinois,Chicago,Willis Tower,Theme Parks,3,661,1
36-40,Indiana,Bloomington,Monroe Lake,Hiking,13,2052,3
36-40,Nebraska,Lincoln,Sunken Gardens,Boating,6,1094,2
31-35,Nebraska,Omaha,Henry Doorly Zoo,Visit Historical Sites,2,420,1
21-25,Massachusetts,Cambridge,Harvard University,Visit Historical Sites,5,768,1
66-70,Nebraska,Lincoln,Sunken Gardens,Visit Historical Sites,5,1182,5
41-45,Massachusetts,Boston,Fenway Park,Museum,13,2845,1
56-60,Texas,Houston,Houston Zoo,Visit Historical Sites,9,2492,3
46-50,Illinois,Springfield,Lincoln Home National Historic Site,Hiking,3,770,2
46-50,Texas,Houston,Houston Zoo,Boating,13,2936,4
21-25,Massachusetts,Boston,Freedom Trail,Boating,9,1252,4
41-45,Washington,Seattle,Pike Place Market,Boating,9,2054,4
21-25,Texas,Austin,Zilker Metropolitan Park,Museum,2,326,1
26-30,California,San Diego,San Diego Zoo,Visit Historical Sites,4,716,4
41-45,Nevada,Las Vegas,The Strip,Theme Parks,4,747,5
51-55,Illinois,Springfield,Lincoln Home National Historic Site,Theme Parks,8,1826,5
41-45,Arizona,Phoenix,Desert Botanical Garden,Boating,12,2331,2
36-40,New Mexico,Albuquerque,Sandia Peak Tramway,Boating,12,2111,2
51-55,Nebraska,Omaha,Henry Doorly Zoo,Museum,7,1390,2
61-65,Arizona,Phoenix,Desert Botanical Garden,Museum,9,1955,2
36-40,Texas,Houston,Houston Zoo,Sightseeing,10,1688,4
31-35,New Mexico,Albuquerque,Sandia Peak Tramway,Visit Historical Sites,11,1860,1
21-25,California,San Diego,Balboa Park,Visit Historical Sites,11,1767,1
51-55,Illinois,Springfield,Lincoln Home National Historic Site,Hiking,11,2198,3
56-60,Tennessee,Nashville,Grand Ole Opry,Hiking,9,2044,4
26-30,Michigan,Ann Arbor,University of Michigan,Visit Historical Sites,11,1666,5
26-30,New Mexico,Santa Fe,Santa Fe Plaza,Boating,11,1599,3
46-50,California,Los Angeles,Santa Monica Pier,Sightseeing,13,2636,3
56-60,Washington,Spokane,Manito Park,Theme Parks,1,253,5
56-60,Tennessee,Memphis,Graceland,Hiking,14,3837,3
26-30,Indiana,Bloomington,Monroe Lake,Hiking,14,2452,5
21-25,Texas,Houston,Houston Zoo,Museum,4,674,2
56-60,Texas,Austin,Zilker Metropolitan Park,Theme Parks,10,2716,3
61-65,Massachusetts,Cambridge,Harvard University,Boating,10,2490,5
21-25,Nevada,Reno,Lake Tahoe,Sightseeing,10,1477,2
31-35,Illinois,Chicago,Millennium Park,Hiking,4,849,1
31-35,Colorado,Denver,Rocky Mountain National Park,Sightseeing,2,312,1
41-45,Indiana,Indianapolis,Indianapolis Motor Speedway,Sightseeing,8,1801,3
56-60,Tennessee,Nashville,Grand Ole Opry,Theme Parks,7,2053,2
46-50,Tennessee,Memphis,Graceland,Theme Parks,13,3282,1
61-65,Oregon,Eugene,Mount Pisgah,Boating,11,3384,3
51-55,Michigan,Ann Arbor,University of Michigan,Hiking,8,2295,2
26-30,New Mexico,Albuquerque,Sandia Peak Tramway,Sightseeing,3,457,1
26-30,Michigan,Ann Arbor,University of Michigan,Sightseeing,2,389,4
66-70,Washington,Spokane,Manito Park,Theme Parks,8,1979,2
51-55,Massachusetts,Cambridge,Harvard University,Museum,1,227,5
36-40,Nebraska,Omaha,Henry Doorly Zoo,Hiking,12,2377,1
26-30,Colorado,Boulder,Boulder Creek Path,Theme Parks,13,2410,1
36-40,Colorado,Boulder,Boulder Creek Path,Hiking,6,1321,4
61-65,Nevada,Reno,Lake Tahoe,Theme Parks,1,310,2
51-55,New Mexico,Albuquerque,Sandia Peak Tramway,Hiking,1,212,2
56-60,Oregon,Portland,Portland Japanese Garden,Sightseeing,5,1123,4
51-55,Colorado,Boulder,Boulder Creek Path,Museum,5,1387,4
41-45,Illinois,Springfield,Lincoln Home National Historic Site,Sightseeing,12,2352,4
26-30,Indiana,Bloomington,Monroe Lake,Boating,5,829,2
21-25,New York,Buffalo,Buffalo Zoo,Visit Historical Sites,2,270,1
31-35,Oregon,Portland,Portland Japanese Garden,Boating,10,2130,1
66-70,California,San Diego,Balboa Park,Hiking,2,640,5
31-35,Tennessee,Memphis,Graceland,Theme Parks,1,209,1
51-55,Iowa,Cedar Rapids,National Czech & Slovak Museum & Library,Museum,2,547,5
46-50,Nebraska,Lincoln,Sunken Gardens,Boating,5,1018,5
56-60,Oregon,Portland,Portland Japanese Garden,Visit Historical Sites,2,427,5
66-70,California,San Diego,Balboa Park,Boating,9,2804,4
31-35,Illinois,Chicago,Millennium Park,Hiking,12,2195,1
66-70,Illinois,Springfield,Lincoln Home National Historic Site,Visit Historical Sites,13,3328,1
46-50,Michigan,Detroit,The Detroit Institute of Arts,Theme Parks,3,630,3
21-25,Nebraska,Lincoln,Sunken Gardens,Museum,7,1098,2
46-50,Colorado,Boulder,Boulder Creek Path,Museum,3,556,5
46-50,New York,Buffalo,Buffalo Zoo,Museum,7,1274,5
51-55,Colorado,Boulder,Boulder Creek Path,Sightseeing,9,1884,3
46-50,Florida,Orlando,Walt Disney World,Visit Historical Sites,8,2150,1
36-40,California,San Diego,San Diego Zoo,Theme Parks,5,1150,5
21-25,Indiana,Bloomington,Monroe Lake,Boating,5,655,2
21-25,Oregon,Portland,Portland Japanese Garden,Sightseeing,5,877,3
26-30,Oregon,Portland,Portland Japanese Garden,Boating,14,2256,3
41-45,California,San Diego,Balboa Park,Theme Parks,14,3037,5
66-70,California,San Francisco,Alcatraz Island,Boating,1,298,3
66-70,Washington,Seattle,Pike Place Market,Boating,3,736,3
31-35,Washington,Seattle,Space Needle,Hiking,1,165,4
36-40,Tennessee,Memphis,Graceland,Theme Parks,3,578,5
41-45,Massachusetts,Cambridge,Harvard University,Theme Parks,12,2969,3
46-50,Texas,Houston,Space Center,Visit Historical Sites,1,199,5
51-55,Indiana,Bloomington,Monroe Lake,Museum,10,2777,1
56-60,Arizona,Phoenix,Desert Botanical Garden,Sightseeing,6,1550,5
31-35,Texas,Dallas,The Sixth Floor Museum,Visit Historical Sites,5,1056,2
31-35,Texas,Austin,Zilker Metropolitan Park,Visit Historical Sites,14,2790,2
66-70,Illinois,Chicago,Willis Tower,Visit Historical Sites,2,600,5
41-45,Washington,Spokane,Manito Park,Visit Historical Sites,12,2029,2
26-30,Indiana,Indianapolis,Indianapolis Motor Speedway,Sightseeing,1,197,2
51-55,Oregon,Eugene,Mount Pisgah,Visit Historical Sites,11,2184,1
41-45,Massachusetts,Boston,Fenway Park,Theme Parks,9,1924,1
26-30,Nebraska,Omaha,Henry Doorly Zoo,Museum,5,697,3
26-30,Illinois,Springfield,Lincoln Home National Historic Site,Visit Historical Sites,6,1146,2
66-70,Massachusetts,Cambridge,Harvard University,Museum,8,2335,1
51-55,Nebraska,Omaha,Henry Doorly Zoo,Visit Historical Sites,14,3235,4
21-25,Tennessee,Nashville,Grand Ole Opry,Visit Historical Sites,4,528,5
66-70,Washington,Spokane,Manito Park,Hiking,12,3314,1
46-50,Texas,Austin,The State Capitol,Hiking,11,2081,5
61-65,Iowa,Cedar Rapids,National Czech & Slovak Museum & Library,Sightseeing,9,2553,5
21-25,Iowa,Cedar Rapids,National Czech & Slovak Museum & Library,Sightseeing,4,531,2
56-60,Nebraska,Lincoln,Sunken Gardens,Boating,13,3384,3
21-25,Iowa,Cedar Rapids,National Czech & Slovak Museum & Library,Boating,2,295,4
41-45,Oregon,Portland,Portland Japanese Garden,Visit Historical Sites,7,1661,2
51-55,California,San Francisco,Alcatraz Island,Museum,6,1337,3
41-45,Arizona,Grand Canyon Village,Grand Canyon,Visit Historical Sites,11,2648,3
61-65,Tennessee,Memphis,Graceland,Theme Parks,10,2609,1
26-30,Colorado,Denver,Rocky Mountain National Park,Theme Parks,2,354,5
21-25,Arizona,Grand Canyon Village,Grand Canyon,Boating,1,136,2
61-65,Michigan,Detroit,The Detroit Institute of Arts,Hiking,4,918,1
61-65,Colorado,Boulder,Boulder Creek Path,Sightseeing,13,3600,1
61-65,Oregon,Eugene,Mount Pisgah,Theme Parks,5,1258,4
51-55,Iowa,Des Moines,Iowa State Capitol,Sightseeing,8,2211,4
41-45,California,San Francisco,Alcatraz Island,Boating,9,1576,1
36-40,Florida,Miami,Everglades,Boating,8,1646,5
46-50,Nebraska,Omaha,Henry Doorly Zoo,Sightseeing,13,3327,2
56-60,Washington,Seattle,Space Needle,Theme Parks,9,1995,1
41-45,Oregon,Portland,Portland Japanese Garden,Sightseeing,10,1997,3
66-70,New York,New York City,Empire State Building,Theme Parks,6,1457,2
36-40,Tennessee,Memphis,Graceland,Visit Historical Sites,4,815,4
66-70,Colorado,Boulder,Boulder Creek Path,Museum,13,4438,1
56-60,Washington,Spokane,Manito Park,Hiking,3,803,4
36-40,Iowa,Cedar Rapids,National Czech & Slovak Museum & Library,Theme Parks,10,1750,1
56-60,Colorado,Denver,Rocky Mountain National Park,Theme Parks,12,2514,4
36-40,Oregon,Portland,Portland Japanese Garden,Sightseeing,3,532,3
26-30,New Mexico,Albuquerque,Sandia Peak Tramway,Visit Historical Sites,5,727,3
51-55,Florida,Orlando,Walt Disney World,Theme Parks,6,1526,3
46-50,Texas,Houston,Houston Zoo,Visit Historical Sites,14,3639,1
46-50,Massachusetts,Boston,Fenway Park,Theme Parks,13,2417,5
56-60,Tennessee,Nashville,Grand Ole Opry,Museum,2,483,2
56-60,Arizona,Grand Canyon Village,Grand Canyon,Theme Parks,13,3328,1
21-25,Illinois,Springfield,Lincoln Home National Historic Site,Sightseeing,11,1977,3
46-50,Indiana,Indianapolis,Indianapolis Motor Speedway,Museum,14,3509,4
56-60,Iowa,Cedar Rapids,National Czech & Slovak Museum & Library,Hiking,6,1704,5
21-25,California,San Francisco,Golden Gate Bridge,Hiking,7,1192,5
36-40,Iowa,Cedar Rapids,National Czech & Slovak Museum & Library,Hiking,8,1446,1
31-35,Iowa,Des Moines,Iowa State Capitol,Theme Parks,14,2882,3
21-25,Tennessee,Memphis,Graceland,Theme Parks,1,142,3
61-65,Texas,Dallas,The Sixth Floor Museum,Hiking,14,4260,2
41-45,Indiana,Indianapolis,Indianapolis Motor Speedway,Theme Parks,14,3323,2
21-25,Michigan,Detroit,The Detroit Institute of Arts,Boating,4,670,2
21-25,Illinois,Springfield,Lincoln Home National Historic Site,Sightseeing,7,922,5
66-70,Texas,Dallas,The Sixth Floor Museum,Sightseeing,8,2193,3
61-65,Iowa,Des Moines,Iowa State Capitol,Visit Historical Sites,13,3525,2
46-50,Florida,Orlando,Universal Studios,Visit Historical Sites,2,361,5
66-70,Nebraska,Omaha,Henry Doorly Zoo,Sightseeing,10,3303,4
26-30,Nebraska,Omaha,Henry Doorly Zoo,Museum,10,1533,2
61-65,Massachusetts,Boston,Fenway Park,Boating,13,3217,4
56-60,Washington,Seattle,Pike Place Market,Hiking,5,1302,3
21-25,Nevada,Las Vegas,The Strip,Theme Parks,7,1054,1
46-50,Colorado,Boulder,Boulder Creek Path,Visit Historical Sites,2,398,5
36-40,New Mexico,Albuquerque,Sandia Peak Tramway,Boating,6,946,2
41-45,Colorado,Boulder,Boulder Creek Path,Museum,6,1024,5
61-65,Washington,Spokane,Manito Park,Boating,1,314,1
61-65,California,Los Angeles,Santa Monica Pier,Museum,11,2557,1
31-35,Nebraska,Lincoln,Sunken Gardens,Visit Historical Sites,9,1769,1
56-60,Nevada,Las Vegas,The Strip,Boating,8,1790,5
41-45,Florida,Miami,Everglades,Hiking,12,2480,3
66-70,Arizona,Phoenix,Desert Botanical Garden,Museum,2,606,4
31-35,Colorado,Boulder,Boulder Creek Path,Hiking,11,1637,4
21-25,Illinois,Springfield,Lincoln Home National Historic Site,Museum,7,982,1
26-30,New York,Buffalo,Niagara Falls,Hiking,13,2440,1
66-70,New Mexico,Santa Fe,Santa Fe Plaza,Boating,4,1303,3
51-55,New York,New York City,Empire State Building,Visit Historical Sites,2,393,1
61-65,California,San Francisco,Alcatraz Island,Visit Historical Sites,3,895,1
21-25,Washington,Spokane,Manito Park,Boating,13,2093,4
46-50,Washington,Spokane,Manito Park,Sightseeing,10,1993,1
56-60,Michigan,Detroit,The Detroit Institute of Arts,Theme Parks,13,3147,4
51-55,Washington,Spokane,Manito Park,Boating,3,616,4
21-25,Nevada,Reno,Lake Tahoe,Theme Parks,9,1148,5
21-25,Washington,Spokane,Manito Park,Boating,8,1091,2
46-50,Michigan,Detroit,The Detroit Institute of Arts,Hiking,14,3526,2
61-65,New York,Buffalo,Niagara Falls,Theme Parks,13,3129,2
56-60,Nevada,Reno,Lake Tahoe,Museum,10,2075,4
41-45,Tennessee,Nashville,Grand Ole Opry,Theme Parks,11,1958,5
41-45,Iowa,Cedar Rapids,National Czech & Slovak Museum & Library,Theme Parks,14,2971,5
46-50,California,San Francisco,Golden Gate Bridge,Boating,10,1896,3
41-45,Michigan,Ann Arbor,University of Michigan,Boating,7,1563,4
46-50,Washington,Seattle,Space Needle,Museum,2,446,1
31-35,New Mexico,Albuquerque,Sandia Peak Tramway,Visit Historical Sites,13,2641,5
21-25,Michigan,Ann Arbor,University of Michigan,Sightseeing,10,1567,2
56-60,Michigan,Detroit,The Detroit Institute of Arts,Visit Historical Sites,10,2203,3
61-65,California,San Francisco,Golden Gate Bridge,Visit Historical Sites,1,318,2
26-30,Oregon,Eugene,Mount Pisgah,Theme Parks,4,772,1
56-60,Indiana,Indianapolis,Indianapolis Motor Speedway,Boating,7,1878,1
56-60,Washington,Spokane,Manito Park,Visit Historical Sites,5,1427,5
21-25,Arizona,Phoenix,Desert Botanical Garden,Hiking,2,267,3
61-65,New York,New York City,Central Park,Boating,6,1638,3
36-40,Michigan,Ann Arbor,University of Michigan,Visit Historical Sites,11,1917,3
31-35,Iowa,Des Moines,Iowa State Capitol,Hiking,2,309,4
26-30,Nevada,Las Vegas,Red Rock Canyon,Museum,4,744,5
56-60,Texas,Houston,Houston Zoo,Hiking,6,1744,5
51-55,Michigan,Detroit,The Detroit Institute of Arts,Theme Parks,9,2393,3
46-50,Illinois,Chicago,Willis Tower,Visit Historical Sites,9,1895,5
51-55,Texas,Dallas,The Sixth Floor Museum,Sightseeing,10,2526,3
31-35,Texas,Austin,Zilker Metropolitan Park,Boating,12,2490,2
31-35,Florida,Miami,Everglades,Visit Historical Sites,4,807,5
51-55,Oregon,Portland,Portland Japanese Garden,Boating,7,1882,3
31-35,Massachusetts,Cambridge,Harvard University,Hiking,6,1087,3
66-70,Nevada,Reno,Lake Tahoe,Sightseeing,9,2242,4
46-50,Iowa,Des Moines,Iowa State Capitol,Boating,7,1695,5
66-70,Tennessee,Memphis,Graceland,Sightseeing,8,2673,5
21-25,Iowa,Des Moines,Iowa State Capitol,Visit Historical Sites,1,179,4
46-50,Nevada,Las Vegas,Red Rock Canyon,Boating,13,2414,1
61-65,Massachusetts,Cambridge,Harvard University,Hiking,11,3097,2
31-35,Colorado,Boulder,Boulder Creek Path,Museum,9,1944,2
56-60,Colorado,Denver,Rocky Mountain National Park,Sightseeing,14,3379,2
46-50,Nebraska,Omaha,Henry Doorly Zoo,Museum,8,1668,1
41-45,Texas,Houston,Space Center,Boating,1,180,1
66-70,California,San Francisco,Golden Gate Bridge,Visit Historical Sites,1,270,4
41-45,Florida,Orlando,Universal Studios,Hiking,4,710,1
41-45,Tennessee,Memphis,Graceland,Sightseeing,13,3178,1
56-60,Oregon,Eugene,Mount Pisgah,Hiking,2,519,2
26-30,California,San Diego,Balboa Park,Visit Historical Sites,11,1784,5
31-35,Arizona,Grand Canyon Village,Grand Canyon,Theme Parks,12,2487,4
61-65,Nevada,Las Vegas,The Strip,Theme Parks,5,1354,4
36-40,Colorado,Boulder,Boulder Creek Path,Sightseeing,13,2495,2
36-40,New York,New York City,Central Park,Theme Parks,14,2917,2
41-45,New Mexico,Albuquerque,Sandia Peak Tramway,Sightseeing,8,1955,1
41-45,Illinois,Chicago,Millennium Park,Sightseeing,13,3185,3
61-65,Florida,Orlando,Walt Disney World,Visit Historical Sites,1,321,3
26-30,Arizona,Grand Canyon Village,Grand Canyon,Museum,10,1868,5
31-35,Illinois,Springfield,Lincoln Home National Historic Site,Theme Parks,11,2220,3
36-40,Florida,Orlando,Walt Disney World,Museum,7,1351,5
66-70,Massachusetts,Boston,Fenway Park,Hiking,10,2941,3
26-30,Illinois,Chicago,Millennium Park,Boating,13,2374,3
31-35,Colorado,Denver,Rocky Mountain National Park,Sightseeing,12,1806,2
36-40,Indiana,Bloomington,Monroe Lake,Museum,9,1906,2
66-70,Massachusetts,Cambridge,Harvard University,Hiking,2,483,4
36-40,Colorado,Boulder,Boulder Creek Path,Museum,7,1408,1
21-25,New York,New York City,Central Park,Boating,5,631,3
41-45,Nebraska,Omaha,Henry Doorly Zoo,Visit Historical Sites,7,1605,3
41-45,Oregon,Portland,Portland Japanese Garden,Hiking,9,1824,2
56-60,Nevada,Las Vegas,The Strip,Hiking,10,2778,3
61-65,Washington,Seattle,Space Needle,Sightseeing,3,933,3
36-40,New York,New York City,Central Park,Boating,6,1228,2
51-55,Florida,Miami,Miami Beach,Sightseeing,8,1650,5
21-25,Tennessee,Memphis,Graceland,Theme Parks,3,462,1
21-25,Nevada,Reno,Lake Tahoe,Visit Historical Sites,3,388,5
21-25,Iowa,Cedar Rapids,National Czech & Slovak Museum & Library,Sightseeing,5,750,4
21-25,Colorado,Boulder,Boulder Creek Path,Boating,11,1682,4
36-40,Texas,Austin,Zilker Metropolitan Park,Visit Historical Sites,11,2252,1
56-60,New York,Buffalo,Niagara Falls,Theme Parks,14,3571,5
56-60,New Mexico,Albuquerque,Sandia Peak Tramway,Theme Parks,10,2453,1
21-25,California,Los Angeles,Santa Monica Pier,Theme Parks,8,1068,3
66-70,Oregon,Eugene,Mount Pisgah,Boating,1,236,5
41-45,New York,Buffalo,Buffalo Zoo,Sightseeing,10,1941,4
26-30,Iowa,Cedar Rapids,National Czech & Slovak Museum & Library,Sightseeing,12,1833,4
66-70,Florida,Miami,Everglades,Boating,5,1287,4
66-70,Tennessee,Memphis,Graceland,Sightseeing,14,3267,1
26-30,Nebraska,Lincoln,Sunken Gardens,Hiking,3,402,5
31-35,Massachusetts,Cambridge,Harvard University,Hiking,7,1228,4
61-65,Indiana,Indianapolis,Indianapolis Motor Speedway,Boating,9,2844,3
61-65,Washington,Spokane,Manito Park,Sightseeing,7,1764,1
26-30,Oregon,Eugene,Mount Pisgah,Hiking,3,439,4
56-60,Colorado,Denver,Rocky Mountain National Park,Museum,11,2300,2
31-35,Nevada,Reno,Lake Tahoe,Museum,9,1308,2
31-35,Indiana,Indianapolis,Indianapolis Motor Speedway,Museum,6,1110,3
46-50,Illinois,Chicago,Millennium Park,Sightseeing,13,3296,2
56-60,Washington,Seattle,Pike Place Market,Hiking,3,756,3
51-55,Florida,Orlando,Universal Studios,Boating,14,2777,1
31-35,California,Los Angeles,Santa Monica Pier,Sightseeing,14,2618,3
51-55,Illinois,Springfield,Lincoln Home National Historic Site,Boating,2,505,3
66-70,Illinois,Springfield,Lincoln Home National Historic Site,Museum,5,1648,5
46-50,New York,Buffalo,Buffalo Zoo,Boating,8,2134,4
21-25,New York,Buffalo,Niagara Falls,Visit Historical Sites,13,1781,5
61-65,Oregon,Portland,Portland Japanese Garden,Hiking,14,4287,3
61-65,Arizona,Grand Canyon Village,Grand Canyon,Visit Historical Sites,4,997,1
46-50,Florida,Orlando,Walt Disney World,Sightseeing,5,1096,4
66-70,Massachusetts,Boston,Freedom Trail,Museum,4,940,2
31-35,Washington,Seattle,Space Needle,Theme Parks,6,1110,1
21-25,New Mexico,Santa Fe,Santa Fe Plaza,Boating,10,1578,1
41-45,Nevada,Las Vegas,The Strip,Theme Parks,12,2900,5
66-70,Massachusetts,Boston,Freedom Trail,Hiking,6,1577,4
51-55,Texas,Austin,Zilker Metropolitan Park,Theme Parks,13,2955,5
26-30,Nebraska,Lincoln,Sunken Gardens,Museum,13,2044,5
46-50,Iowa,Des Moines,Iowa State Capitol,Museum,9,2046,1
51-55,Illinois,Chicago,Willis Tower,Museum,2,512,4
26-30,Michigan,Detroit,The Detroit Institute of Arts,Museum,9,1507,5
61-65,New York,New York City,Empire State Building,Boating,6,1692,1
